11 9.68 11.00 13.50 16.00 17.25 
12 12.68 14.00 17.00 20.00 21.46 
13 15.60 17.25 20.56 24.00 25.51 
14 18.69 20.41 24.00 27.84 29.56 
15 21.76 23.64 27.69 31.74 33.61 
16 25.00 27.00 31.21 35.53 37.48 
17 28.23 30.34 34.70 39.21 41.39 
18 31.54 33.64 38.31 42.89 45.14 
19 34.78 37.00 41.69 46.42 48.59 
20 38.16 40.26 45.21 50.00 52.20 
21 41.14 43.46 48.34 53.22 55.63 
22 44.21 46.61 51.57 56.75 59.08 
23 47.00 49.47 54.72 60.00 62.46 
24 49.77 52.39 57.88 63.43 66.00 
25 52.54 55.18 61.00 66.74 69.44 
26 55.17 58.00 64.00 70.12 72.89 
27 57.72 60.73 67.11 73.42 76.42 
28 60.43 63.58 70.27 76.80 79.87 
29 63.13 66.36 73.27 80.17 83.33 
30 65.80 69.17 76.17 83.45 86.75 
31 68.35 71.88 79.25 86.68 90.13 
32 70.90 74.43 82.10 89.76 93.36 
33 73.08 76.75 84.78 92.89 96.64 
34 75.25 79.08 87.55 95.89 99.86 
35 77.00 81.10 90.00 99.00 103.00 
36 78.48 82.90 92.36 102.00 106.31 
37 79.79 84.60 94.81 105.00 109.67 
38 80.92 86.10 97.00 108.19 113.29 
39 81.85 87.41 99.33 111.34 117.00 
40 82.58 88.59 101.64 114.52 120.70 
41 82.80 89.20 103.00 117.00 123.00 
