16 105.80 110.58 120.86 131.25 136.11 
17 118.67 123.78 134.49 145.38 150.39 
18 131.08 136.36 147.55 158.92 164.11 
19 143.00 148.53 160.29 172.14 177.48 
20 154.53 160.21 172.47 184.86 190.54 
21 165.41 171.49 184.21 197.12 203.09 
22 176.12 182.35 195.74 208.91 215.15 
23 186.32 192.31 206.64 220.26 226.76 
24 196.19 203.00 217.18 231.39 238.00 
25 205.50 212.40 227.32 241.91 248.81 
26 214.44 221.57 236.72 252.00 259.23 
27 222.87 230.33 246.00 261.75 269.13 
28 231.00 238.56 254.77 271.00 278.57 
29 238.40 246.35 263.00 279.71 287.56 
30 245.86 253.74 270.84 288.13 296.00 
31 252.54 260.81 278.33 296.00 304.27 
32 258.86 267.22 285.29 303.54 312.00 
33 264.62 273.38 292.00 310.40 319.10 
34 270.14 279.00 298.10 317.00 325.91 
35 275.33 284.23 303.62 323.00 332.16 
36 279.79 289.00 308.81 328.75 338.00 
37 283.90 293.32 313.52 334.00 343.34 
38 287.63 297.29 317.88 338.64 348.29 
39 290.88 300.76 321.86 343.00 352.67 
40 293.00 303.00 324.00 346.00 356.00 
